"","rank","game_id","min_players","max_players","avg_time","min_time","max_time","year","avg_rating","geek_rating","num_votes","age","owned","weight","catSplit_Exploration","catSplit_Fantasy","catSplit_Fighting","catSplit_Miniatures","catSplit_Economic","catSplit_Political","catSplit_Wargame","catSplit_Science Fiction","catSplit_Territory Building","catSplit_Card Game","catSplit_Medieval","catSplit_Dice","catSplit_Deduction","catSplit_Party Game","catSplit_Negotiation","catSplit_Real-time","catSplit_World War II","catSplit_Humor","mechSplit_Grid Movement","mechSplit_Hand Management","mechSplit_Modular Board","mechSplit_Simultaneous Action Selection","mechSplit_Point to Point Movement","mechSplit_Set Collection","mechSplit_Variable Player Powers","mechSplit_Card Drafting","mechSplit_Dice Rolling","mechSplit_Tile Placement","mechSplit_Area Movement","mechSplit_Route/Network Building","mechSplit_Worker Placement","mechSplit_Deck / Pool Building","mechSplit_Partnerships","mechSplit_Press Your Luck","mechSplit_Secret Unit Deployment","mechSplit_Pick-up and Deliver","mechSplit_Hex-and-Counter","mechSplit_Take That","mechSplit_Simulation"
"1478",2328,68,2,4,180,180,180,1997,7.03838,5.93574,444,12,803,3.1905,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1480",233,79828,2,2,120,60,120,2011,7.431,7.15412,6511,14,8286,3.0334,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
"1484",2333,26055,2,6,240,240,240,2000,6.94311,5.93478,483,12,787,3.4894,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
"1485",2334,235,1,4,180,180,180,1991,6.3416,5.93472,1288,12,2556,3.1859,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1487",2336,220792,2,4,75,45,75,2017,7.4785,5.9342,306,0,859,2.8333,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1488",2337,200847,4,8,35,15,35,2017,6.67918,5.934,643,10,1318,1.1538,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
"1489",2338,143075,2,6,15,15,15,2013,6.52735,5.93389,843,8,1529,1.2254,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
"1494",2342,1552,2,6,120,120,120,1994,6.36908,5.93301,1191,12,2288,2.8788,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0
"1499",2347,40107,1,1,60,25,60,2009,7.068,5.93253,414,13,1062,1.6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"1501",2349,804,2,4,45,45,45,1986,6.61916,5.93227,694,10,1093,1.3684,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1502",235,90137,2,4,90,90,90,2011,7.38427,7.15116,8650,14,11583,2.331,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
"1505",2352,162263,2,5,35,35,35,2014,6.48186,5.93188,843,13,999,2.1458,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1506",2353,131904,2,4,30,30,30,2011,7.71107,5.93177,289,12,656,2.3636,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"1507",2354,130605,2,6,45,45,45,2014,6.90493,5.93169,481,10,1470,2.8333,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"1511",2358,15157,3,4,50,50,50,2005,6.35403,5.93053,1141,10,1608,2.1463,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"1513",236,209685,2,5,45,30,45,2017,7.4747,7.14759,6268,8,8656,1.768,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"1514",2360,46807,2,6,45,45,45,2009,6.22469,5.93047,1680,10,1782,1.891,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"1516",2362,101865,2,4,120,0,120,2011,8.03554,5.93013,242,0,471,2.3462,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1520",2366,2535,3,6,180,180,180,1991,6.4086,5.92868,1039,12,1501,2.5259,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1523",2369,170318,2,6,30,30,30,2015,7.28684,5.92803,316,12,1690,2.3333,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"1527",2372,10174,2,4,240,240,240,2003,7.68151,5.92782,286,12,614,3.1429,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"1528",2373,3548,2,2,90,90,90,1988,7.01723,5.92775,442,12,842,2.1333,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
"1530",2375,2604,4,6,30,30,30,1996,6.47203,5.92676,860,12,1274,1.1231,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1533",2378,4471,3,6,45,45,45,2002,6.17226,5.92618,2024,8,2214,1.8673,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1534",2379,205896,3,5,120,90,120,2018,7.98233,5.9258,327,13,1224,3.0909,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0
"1536",2380,200456,2,4,45,30,45,2016,7.67812,5.92539,276,0,645,2.2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"1537",2381,6663,2,6,240,180,240,2003,6.88798,5.92483,485,10,854,2.7925,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"1538",2382,184491,3,6,5,5,5,2015,6.73835,5.9247,620,10,1422,1.1111,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1543",2387,181617,2,4,20,20,20,2015,7.09435,5.92266,375,8,849,1.8182,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"1545",2389,33468,1,1,5,5,5,2007,6.32995,5.92252,1469,11,2083,1.3073,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"1546",239,128996,2,4,120,60,120,2013,7.80231,7.14113,2705,10,4005,2.2823,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0
"1549",2392,148271,2,2,60,60,60,2013,7.2455,5.92169,333,10,596,2.7083,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1551",2394,4985,2,99,120,120,120,2000,7.09299,5.92109,415,12,706,2.9074,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1555",2398,3464,2,2,15,15,15,1977,6.8759,5.92026,495,10,933,2.2549,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"1556",2399,23,2,6,360,360,360,1979,6.98382,5.92018,494,12,950,3.1324,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"1557",24,124361,2,5,100,100,100,2013,8.05621,7.85535,13370,13,15361,3.1229,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"1558",240,712,2,2,180,180,180,1994,7.57764,7.14021,4678,12,5675,2.9751,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1561",2402,115233,1,12,20,20,20,2011,6.65465,5.91957,626,8,2195,1.0294,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"1563",2404,149787,1,6,180,30,180,2016,7.93646,5.91938,325,10,644,3.7647,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1564",2405,65225,3,6,90,90,90,2010,6.44899,5.91935,862,12,1828,2.038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1565",2406,39328,2,2,240,240,240,2009,8.0534,5.91888,217,0,862,4.1628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
"1566",2407,143484,2,4,60,60,60,2013,6.92595,5.91885,426,14,700,2.5833,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1567",2408,13362,2,6,60,60,60,2004,6.44965,5.91843,1063,10,1388,3.5,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1572",2412,171226,2,2,30,30,30,2015,7.10662,5.91783,387,13,989,2.8333,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"1574",2414,46158,4,12,30,30,30,2009,7.29247,5.91752,328,12,647,1.0833,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"1580",242,66188,2,4,60,60,60,2010,7.32562,7.13689,9570,10,11486,2.6319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1581",2420,66424,1,6,60,60,60,2011,6.29963,5.91623,1429,9,1956,2.2073,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"1582",2421,24,2,6,240,240,240,1997,6.66787,5.91621,668,12,801,3.4902,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
"1583",2422,3837,2,6,10,10,10,1995,6.18252,5.91617,2115,6,3786,1.1202,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"1585",2424,200924,2,5,60,30,60,2016,7.06184,5.91549,382,10,974,2.3333,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"1586",2425,159632,2,2,60,60,60,2014,6.92298,5.91548,456,13,1121,2.4643,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1587",2426,25900,2,2,180,180,180,2012,7.6713,5.91544,256,12,925,3.25,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"1588",2427,136594,2,4,45,25,45,2014,6.48378,5.91528,832,8,1713,1.4286,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1591",243,40354,2,3,210,210,210,2009,7.96712,7.13611,2060,14,2908,3.5,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
"1595",2433,187687,1,4,120,120,120,2016,8.16605,5.91407,215,13,706,2.8333,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0
"1598",2436,4095,3,6,90,90,90,2002,6.14103,5.91315,3955,10,7761,1.7463,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"1599",2437,8147,2,6,60,45,60,2003,6.64482,5.91313,644,10,877,2.0469,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1600",2438,5336,2,8,120,120,120,1994,6.30846,5.91308,1470,9,1957,2.0935,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1602",244,25417,2,2,60,60,60,2006,7.39135,7.13609,8776,10,10307,2.7633,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"1603",2440,1679,1,1,360,180,360,1990,7.32169,5.91145,340,12,1130,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"1605",2442,1431,2,2,120,120,120,1976,6.44371,5.91076,883,12,1798,1.9767,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"1607",2444,27385,2,5,50,50,50,2007,6.2596,5.9107,1258,10,1418,2.2348,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1608",2445,4047,2,2,180,180,180,1992,6.9856,5.91054,413,12,823,2.3519,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
"1609",2446,31920,3,6,90,90,90,2008,6.29504,5.91054,1669,10,3833,1.939,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1611",2448,3661,2,2,180,180,180,1977,6.88949,5.90998,485,12,1156,2.6812,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1615",2451,35935,2,2,45,45,45,2008,6.59598,5.90922,667,10,778,2.4545,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"1619",2455,133285,3,5,150,90,150,2016,7.05732,5.90847,373,10,435,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"1620",2456,202977,2,5,90,60,90,2017,7.48661,5.90835,354,10,1363,2.4118,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
"1623",2459,2165,2,2,20,20,20,1996,6.15007,5.90794,2391,7,3363,1.9721,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1624",246,183562,2,2,45,30,45,2015,8.09717,7.13399,1884,14,5943,2.8108,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"1627",2462,40603,2,2,120,120,120,2009,7.67599,5.90743,337,0,873,2.7353,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"1628",2463,188076,2,4,45,45,45,2015,7.99425,5.90741,200,8,411,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"1633",2468,171110,1,4,30,30,30,2015,7.23728,5.90679,325,8,684,1.4118,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"1639",2473,30932,3,5,25,25,25,2007,6.34306,5.90639,964,8,1060,1.578,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1644",2478,1212,2,6,30,30,30,1992,6.54801,5.90492,722,10,1387,1.4762,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"1646",248,83330,2,5,120,120,120,2011,7.36646,7.12532,11213,13,16360,3.2397,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0
"1647",2480,231696,2,4,30,30,30,2017,7.29118,5.90477,364,12,981,1.8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"1648",2481,364,2,5,30,30,30,1980,6.48254,5.90444,724,9,898,1.9481,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1649",2482,172242,2,5,20,10,20,2015,6.17283,5.90438,4252,18,11653,1.0811,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
"1650",2483,854,3,4,45,45,45,2000,6.52219,5.90434,705,12,1171,2.5652,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1654",2487,193322,2,4,60,40,60,2016,6.98195,5.90409,442,12,683,2.55,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1656",2489,178892,2,4,60,20,60,2015,7.18114,5.90394,402,12,1118,2.3478,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1657",249,18833,2,2,30,30,30,2005,7.50652,7.12528,4781,14,5931,2.1977,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"1659",2491,176524,1,2,30,15,30,2015,8.08584,5.90358,203,12,591,3.0769,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
"1662",2494,8207,2,4,30,30,30,2003,6.30205,5.90238,1166,12,2443,2.2222,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"1666",2498,98085,2,5,20,20,20,2011,6.26951,5.90176,1358,8,2456,1.3261,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"1669",250,147949,3,10,10,10,10,2014,7.30019,7.12393,13512,8,21767,1.411,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1680",251,100901,1,6,45,45,45,2011,7.26422,7.12374,15491,10,24069,2.2088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1
"1681",2510,18746,2,2,300,300,300,2006,7.79214,5.89867,229,12,866,3.7021,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"1683",2512,189848,3,6,120,60,120,2016,7.03157,5.8984,496,10,1683,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"1684",2513,147747,1,6,90,90,90,2013,6.8705,5.89796,458,8,940,2.4412,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
"1685",2514,27680,2,2,90,45,90,2006,7.6166,5.89793,285,12,483,3,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"1686",2515,163976,2,4,60,45,60,2015,6.71752,5.89792,540,12,1152,2.3529,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"1688",2517,159504,1,5,120,90,120,2017,8.43723,5.89657,311,14,824,3.55,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"1691",252,66362,2,5,70,45,70,2010,7.35066,7.12371,7506,10,7542,2.6711,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"1692",2520,5651,2,8,5400,5400,5400,1979,7.1805,5.89562,376,12,857,4.1714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
"1693",2521,172971,3,6,15,15,0,2013,6.63155,5.89539,609,6,925,1.0909,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1694",2522,2876,2,4,60,60,60,2002,6.62612,5.89538,657,10,1113,2.4844,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"1698",2526,1717,2,2,120,120,120,1979,6.68871,5.895,576,12,1692,3.9612,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
"1701",2529,163931,2,4,75,40,75,2014,6.63714,5.89399,559,10,888,2.186,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"1703",2530,179835,2,4,10,10,10,2015,6.6202,5.8937,556,10,1267,1.3684,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1704",2531,144761,2,6,20,20,20,2013,6.26329,5.89353,1102,8,1607,1.2609,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1706",2533,42929,2,6,180,120,180,2009,7.21947,5.89277,320,12,675,3.2759,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"1710",2537,143981,2,4,30,30,30,2014,7.0762,5.89232,355,13,602,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1712",2539,36345,2,6,40,40,40,2008,6.07969,5.89218,4001,13,8363,1.3524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1714",2540,5576,2,4,60,60,60,2003,6.11498,5.89098,2342,12,4075,2.188,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"1715",2541,229,2,6,60,60,60,1999,6.2307,5.89091,1236,10,2227,2.0172,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1716",2542,431,3,6,45,45,45,1992,6.47087,5.89078,735,10,1935,1.6905,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1717",2543,27165,2,4,45,45,45,2007,6.38896,5.89065,834,10,1293,2.4035,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1718",2544,3312,2,2,120,120,120,1974,6.45204,5.89038,839,12,2177,3.1135,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
