"","rank","game_id","min_players","max_players","avg_time","min_time","max_time","year","avg_rating","geek_rating","num_votes","age","owned","weight","catSplit_Exploration","catSplit_Fantasy","catSplit_Fighting","catSplit_Miniatures","catSplit_Economic","catSplit_Political","catSplit_Wargame","catSplit_Science Fiction","catSplit_Territory Building","catSplit_Card Game","catSplit_Medieval","catSplit_Dice","catSplit_Deduction","catSplit_Party Game","catSplit_Negotiation","catSplit_Real-time","catSplit_World War II","catSplit_Humor","mechSplit_Grid Movement","mechSplit_Hand Management","mechSplit_Modular Board","mechSplit_Simultaneous Action Selection","mechSplit_Point to Point Movement","mechSplit_Set Collection","mechSplit_Variable Player Powers","mechSplit_Card Drafting","mechSplit_Dice Rolling","mechSplit_Tile Placement","mechSplit_Area Movement","mechSplit_Route/Network Building","mechSplit_Worker Placement","mechSplit_Deck / Pool Building","mechSplit_Partnerships","mechSplit_Press Your Luck","mechSplit_Secret Unit Deployment","mechSplit_Pick-up and Deliver","mechSplit_Hex-and-Counter","mechSplit_Take That","mechSplit_Simulation"
"4466",518,71721,1,6,30,30,30,2010,6.99378,6.81276,10382,13,18473,2.4118,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"4467",519,29368,2,6,90,60,90,2007,7.00615,6.8127,12481,12,16293,2.2914,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"4471",522,129948,2,4,60,60,60,2012,7.24648,6.80981,3124,10,3698,2.6082,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"4473",524,179803,2,4,120,60,120,2017,8.38375,6.80955,1001,13,4181,2.3636,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4474",525,240,3,5,240,240,240,1986,7.22411,6.80715,3684,12,5222,3.1693,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"4476",527,939,2,4,120,120,120,2000,7.54404,6.80175,1918,12,2233,2.4974,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4479",53,40834,2,4,30,30,30,2009,7.77386,7.64613,24730,13,35269,2.441,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"4480",530,45986,2,4,120,120,120,2009,7.23532,6.79793,3174,10,4978,3.678,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4481",531,95064,1,2,30,30,30,2011,7.32714,6.79598,2836,13,4478,2.1875,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"4482",532,202408,3,5,60,30,60,2016,7.26778,6.7952,3068,12,4414,2.18,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"4484",534,177590,2,2,45,30,45,2016,7.58559,6.7935,1764,10,3445,2.3462,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4485",535,89409,2,4,15,15,15,2010,7.83552,6.79292,1384,9,2631,2.6923,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4486",536,171273,1,5,10,10,10,2015,7.1744,6.79016,3805,10,6023,1.7164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"4488",538,554,2,5,120,120,120,2000,7.08815,6.78859,4758,12,5981,3.2724,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"4489",539,169654,2,6,30,30,30,2014,7.1489,6.78461,3983,8,5752,1.2164,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"4490",54,201808,1,4,60,30,60,2016,7.94548,7.63635,9294,12,13068,2.2338,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
"4491",540,174570,1,5,45,45,45,2015,7.6206,6.78422,1722,17,3966,2.7541,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"4492",541,201921,1,4,60,30,60,2017,7.42251,6.78365,2469,14,8276,2.5849,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"4495",544,19600,2,6,120,120,120,2005,7.11519,6.78328,4368,12,3587,3.0228,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"4496",545,168917,2,2,45,45,45,2015,7.41642,6.7799,2341,14,8211,2.1351,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4497",546,212445,2,2,120,45,120,2016,8.25158,6.77934,1038,12,2525,3.2727,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4498",547,699,2,5,90,90,90,1989,7.06058,6.77905,8825,10,13010,2.1648,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"4500",549,217372,2,4,60,30,60,2017,7.56142,6.77776,1769,10,3117,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"4501",55,150376,2,5,210,45,210,2014,7.77802,7.63439,27015,14,37363,3.0026,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
"4502",550,8051,2,4,60,60,60,2003,7.02401,6.77659,6033,10,5533,2.3736,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
"4503",551,171669,2,4,60,60,60,2015,7.19506,6.77649,3154,14,4803,2.3605,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
"4505",553,45,2,6,30,15,30,1800,6.92324,6.77393,10101,8,12419,1.2621,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"4507",555,1822,2,2,180,180,180,2001,7.75173,6.77283,1438,12,3309,3.2764,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"4508",556,67492,2,2,120,60,120,2010,7.36251,6.77234,2502,12,4520,3.1896,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"4509",557,30645,3,5,90,90,90,2007,7.27826,6.77223,2746,12,3754,2.81,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4510",558,160018,2,2,45,30,45,2014,7.42907,6.77215,2246,12,7507,2.2895,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"4511",559,131646,1,4,240,120,240,2012,7.22039,6.77187,3077,14,5751,3.0777,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
"4512",56,103885,2,2,45,30,45,2012,7.84235,7.63079,18594,14,31598,2.4723,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"4513",560,22825,2,4,120,120,120,2007,7.24557,6.77102,3533,12,5621,3.4593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
"4516",563,172047,2,5,90,90,90,2016,7.601,6.76804,2022,14,4764,3.0635,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"4517",564,8045,3,6,180,180,180,2003,7.45604,6.76721,1904,12,2319,3.5177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"4518",565,51,1,99,30,30,30,1999,7.00243,6.76705,6650,10,6650,2.4384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4523",57,37111,3,6,300,120,300,2008,7.75995,7.61932,27170,10,30247,3.2296,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
"4525",571,38823,1,4,120,120,120,2009,7.78414,6.76127,1368,12,2359,3.1184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
"4528",574,104710,2,4,60,30,60,2012,7.12168,6.75613,3983,14,6008,2.2941,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4529",575,175117,2,6,30,30,30,2015,7.102,6.75478,4216,8,6016,1.3937,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"4530",576,141517,2,5,90,90,90,2013,7.25907,6.75472,2673,13,3005,3.4414,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0
"4531",577,194879,2,7,45,30,45,2016,7.20255,6.7547,3361,10,5700,1.8772,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
"4532",578,65244,2,4,30,30,30,2010,6.84106,6.75376,30139,10,49932,1.7367,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"4534",58,221107,2,4,60,60,60,2017,8.70088,7.59842,2285,14,6981,3.1429,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"4535",580,60,3,6,90,90,90,1999,7.12193,6.75258,3778,14,3496,2.7834,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"4536",581,224,3,6,180,180,180,1991,7.13013,6.74996,4052,12,4882,2.7824,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"4538",583,156776,2,2,45,45,45,2014,7.44485,6.74901,2240,14,4379,3.0579,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4539",584,179275,1,2,45,30,45,2016,7.39335,6.74842,2370,14,5981,2,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
"4541",586,154458,2,2,45,45,45,2014,7.35447,6.74237,2162,13,3870,2.6634,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"4543",588,104363,3,6,120,120,120,2012,7.14314,6.74113,3492,14,6261,3.2566,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"4544",589,161866,1,12,180,60,180,2015,7.69546,6.73764,1642,14,4970,2.5161,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
"4550",594,135382,1,4,60,30,60,2014,7.25758,6.73155,2696,13,4621,2.8194,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"4551",595,170561,1,5,45,30,45,2016,7.49711,6.73044,1838,13,3324,1.9636,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
"4552",596,59946,1,5,60,60,60,2010,6.9827,6.72919,7281,12,12119,2.5222,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"4553",597,551,2,2,45,45,45,2000,7.16498,6.72573,3252,10,3963,2.1022,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4555",599,137649,2,6,90,60,90,2013,7.55825,6.72178,1593,14,3069,3.075,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
"4556",6,187645,2,4,240,180,240,2016,8.50113,8.16882,11779,14,18673,3.6067,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
"4558",600,15512,3,8,30,30,30,2005,6.83223,6.72133,13033,8,15963,1.1152,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4559",601,50768,2,4,60,60,60,2011,7.26344,6.71841,2380,12,2646,2.7667,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
"4560",602,203427,2,5,30,20,30,2016,7.20153,6.71799,2688,8,4388,1.6182,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"4561",603,122522,2,4,45,45,45,2012,6.85829,6.71585,17946,12,29416,2.0469,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"4563",605,165838,2,2,60,60,60,2014,8.03447,6.71388,1152,12,3328,2.7059,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"4564",606,94246,2,5,90,90,90,2012,7.39058,6.71335,1885,10,2463,2.1657,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
"4569",610,150999,2,4,45,45,45,2014,7.12968,6.70805,3019,14,5337,2.2016,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4571",612,18100,3,5,45,45,45,2005,7.02061,6.70769,4053,12,4111,2.2908,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
"4574",615,171233,2,5,90,60,90,2015,7.12406,6.70577,3345,12,5996,2.7471,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"4575",616,170771,1,5,90,60,90,2017,8.30493,6.70442,1115,12,3139,3.8621,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
"4579",62,102680,2,4,120,60,120,2011,7.80504,7.5815,10839,12,12830,3.6763,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"4581",621,151007,1,4,120,120,120,2014,7.45721,6.69872,1833,13,5065,2.9467,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0
"4582",622,17396,2,2,60,60,60,2008,7.31019,6.69843,2102,10,2853,2.0993,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"4584",624,66056,2,2,120,45,120,2010,7.04869,6.69449,4142,10,8706,2.3207,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"4586",626,5737,2,4,60,60,60,2003,7.02343,6.69075,3974,12,4607,2.7159,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4589",629,158435,3,5,75,75,75,2014,7.56435,6.6878,1480,14,2467,2.6719,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"4590",63,73439,2,4,90,90,90,2010,7.76474,7.58133,12664,12,13661,3.463,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
"4593",632,68264,1,2,360,360,360,2011,7.84742,6.68646,1138,12,2513,3.1233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
"4595",634,1634,1,4,120,120,120,1995,7.42187,6.68404,2096,12,2687,2.681,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"4596",635,142326,2,4,32,16,32,2013,7.0634,6.68242,3348,13,5752,1.9799,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"4598",637,183840,2,4,30,30,30,2015,6.99893,6.68008,4229,10,8436,2.22,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"4601",64,36218,2,4,30,30,30,2008,7.67674,7.58104,60842,13,78903,2.3714,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"4607",645,27364,2,4,75,45,75,2007,6.95332,6.67431,4528,10,6219,2.8693,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"4608",646,57390,2,5,90,30,90,2010,7.14238,6.67326,2770,12,3437,1.9409,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4610",648,4099,2,5,90,60,90,2002,7.08849,6.67135,2841,8,3268,2.856,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"4611",649,200077,1,4,20,10,20,2017,7.30606,6.67127,2149,13,4447,1.7358,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"4612",65,42,2,4,90,90,90,1997,7.71475,7.57883,21328,12,23596,3.5283,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"4613",650,34084,3,5,45,45,45,2008,7.0401,6.67041,3397,9,3411,1.8631,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4614",651,124,3,4,90,90,90,1997,6.96851,6.67031,4284,12,4976,2.731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4616",653,197070,1,6,180,90,180,2017,7.66467,6.66935,1795,14,5143,2.5309,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"4617",654,130176,2,5,20,15,20,2011,7.17892,6.66889,2506,7,4400,1.4444,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4618",655,121410,2,4,60,60,60,2013,6.95819,6.66828,4507,8,7032,2.096,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"4619",656,127518,1,4,300,180,300,2013,7.97733,6.66715,979,12,2793,3.7476,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
"4620",657,1608,1,1,240,240,240,1983,7.39861,6.66692,1898,12,3985,3.2422,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
"4621",658,8203,2,4,20,20,20,2003,6.75293,6.66689,16221,8,19983,1.464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4622",659,220877,2,4,75,45,75,2017,7.71962,6.66487,1167,12,1923,2.8654,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"4624",660,91536,2,4,30,30,30,2011,6.80456,6.66305,11890,14,15623,1.9657,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
"4625",661,187617,1,4,120,60,120,2017,8.24576,6.66302,829,13,2853,2.7963,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
"4626",662,179172,2,5,125,50,125,2017,7.50551,6.6622,1875,14,3748,2.6364,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"4631",667,230,1,6,180,180,180,1988,7.17237,6.65851,2464,12,2956,2.8303,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
"4632",668,221194,1,4,120,90,120,2017,8.18992,6.65767,1059,10,2487,3.0833,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
"4633",669,159473,2,6,90,90,90,2014,7.46904,6.6572,1644,12,1854,2.2937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"4634",67,220308,1,4,150,60,150,2017,8.80254,7.56951,2042,12,3178,4.2857,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"4635",670,2507,3,6,120,120,120,2001,7.18467,6.65671,2315,12,2977,3.3194,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"4639",674,21523,2,6,240,120,240,2005,6.89982,6.65496,7264,12,9449,2.6804,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"4640",675,132372,2,4,45,30,45,2012,7.01458,6.65476,3413,10,4226,2.0625,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"4641",676,157526,1,4,60,45,60,2014,6.98217,6.6538,3898,12,7239,2.6277,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"4642",677,39953,2,4,60,60,60,2008,6.93692,6.65375,5425,14,9051,3.2372,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4643",678,221,2,5,360,240,360,1986,7.01054,6.65354,4426,12,7256,2.9472,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"4646",680,183880,2,4,45,30,45,2015,7.1639,6.65277,2498,10,6376,1.8333,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
"4649",683,19100,2,5,90,60,90,2005,6.97034,6.64835,3788,10,3725,2.6316,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
